Incident_ID,Raw_Log_Timestamp,Target_Server,Vector_Type,Containment_Time_Hrs
INC-02297,2025-07-30 15:48:00 [WARN],SRV-002, sql_injection ,33
INC-02298,2025-01-05 08:15:00 [WARN],SRV-008,Malware_Dropper,74
INC-02299,2025-07-19 17:11:00 [WARN],SRV-003,Malware_Dropper,135
INC-02300,2025-06-24 21:11:00 [WARN],SRV-007, SQL_Injection ,66
INC-02301,2025-02-04 23:42:00 [WARN],SRV-007,Insider_Threat,84
INC-02302,2025-06-25 20:00:00 [WARN],SRV-006,Malware_Dropper,72
INC-02303,2025-11-20 16:11:00 [WARN],SRV-002, Brute_Force,57
INC-02304,2025-06-18 15:01:00 [WARN],SRV-004,Zero_Day,49
INC-02305,2025-05-05 16:21:00 [WARN],SRV-004, SQL_Injection ,14
INC-02306,2025-02-26 08:02:00 [WARN],SRV-006,Insider_Threat,108
INC-02307,2025-12-31 20:59:00 [WARN],SRV-002,Zero_Day,10
INC-02308,2025-09-30 18:47:00 [WARN],SRV-005,Cross_Site_Scripting,92 hrs
INC-02309,2025-12-22 01:10:00 [WARN],SRV-005,Ransomware,11
INC-02310,2025-04-03 17:32:00 [WARN],SRV-003,insider_threat,84 hrs
INC-02311,2025-09-25 06:28:00 [WARN],SRV-008, Brute_Force,128
INC-02312,2025-06-12 14:25:00 [WARN],SRV-001,Zero_Day,113
INC-02313,2025-07-23_04:37:00 [ERROR],SRV-003, sql_injection ,106
INC-02314,2025-07-23 23:52:00 [WARN],SRV-005,Malware_Dropper,132
INC-02315,2025-02-16 03:17:00 [WARN],SRV-003,Zero_Day,31
INC-02316,2025-03-30 08:21:00 [WARN],SRV-004,Ransomware,47
INC-02317,2025-04-16 20:49:00 [WARN],SRV-004,Ransomware,97
INC-02318,2025-12-01 18:34:00 [WARN],SRV-002,Malware_Dropper,30
INC-02319,2025-06-23 14:21:00 [WARN],SRV-004,Ransomware,110
INC-02320,2025-01-12 03:27:00 [WARN],SRV-006,ransomware,51
INC-02321,2025-08-11 06:27:00 [WARN],SRV-004,Cross_Site_Scripting,7
INC-02322,2025-11-10 03:13:00 [WARN],SRV-008, SQL_Injection ,52
INC-02323,2025-01-21 18:06:00 [WARN],SRV-001,Insider_Threat,17
INC-02324,2025-03-10 00:26:00 [WARN],SRV-006, SQL_Injection ,77
INC-02325,2025-08-04 02:44:00 [WARN],SRV-004, Brute_Force,96
INC-02326,2025-09-09 15:37:00 [WARN],SRV-003, brute_force,16
INC-02327,2025-03-20_11:36:00 [ERROR],SRV-008,Phishing,141
INC-02328,2025-10-05 04:34:00 [WARN],SRV-005, Brute_Force,41 hrs
INC-02329,2025-11-19 17:34:00 [WARN],SRV-008,Phishing,33
INC-02330,2025-09-15 01:36:00 [WARN],SRV-008, Brute_Force,12
INC-02331,2025-11-19 21:20:00 [WARN],SRV-008,Ransomware,149
INC-02332,2025-09-26 21:02:00 [WARN],SRV-004,Phishing,126
INC-02333,2025-07-16 12:02:00 [WARN],SRV-005,zero_day,109
INC-02334,2025-03-22 20:48:00 [WARN],SRV-006,Insider_Threat,68
INC-02335,2025-03-17 09:05:00 [WARN],SRV-005, Brute_Force,45
INC-02336,2025-11-25 01:46:00 [WARN],SRV-005,insider_threat,41
INC-02337,2025-12-27 06:31:00 [WARN],SRV-007,Phishing,63
INC-02338,2025-10-15 19:32:00 [WARN],SRV-006,Cross_Site_Scripting,118 hrs
INC-02339,2025-07-07 14:45:00 [WARN],SRV-005,ransomware,136
INC-02340,2025-03-27 11:57:00 [WARN],SRV-008,Malware_Dropper,56
INC-02341,2025-12-26 17:41:00 [WARN],SRV-008,phishing,26
INC-02342,2025-03-16 02:20:00 [WARN],SRV-002, DDoS ,15
INC-02343,2025-05-29 21:20:00 [WARN],SRV-004,Ransomware,55
INC-02344,2025-10-01 23:34:00 [WARN],SRV-001,Insider_Threat,76
INC-02345,2025-05-05 12:10:00 [WARN],SRV-004,Ransomware,61
INC-02346,2025-02-04 05:43:00 [WARN],SRV-001,Malware_Dropper,133
INC-02347,2025-03-31 16:04:00 [WARN],SRV-007,insider_threat,122
INC-02348,2025-12-30 18:37:00 [WARN],SRV-002,Insider_Threat,68
INC-02349,2025-09-09 07:01:00 [WARN],SRV-005,phishing,91
INC-02350,2025-10-07 15:08:00 [WARN],SRV-008, Brute_Force,79
INC-02351,2025-08-21 12:29:00 [WARN],SRV-004, SQL_Injection ,128
INC-02352,2025-09-06 17:37:00 [WARN],SRV-006,Malware_Dropper,
INC-02353,2025-03-04 03:25:00 [WARN],SRV-007, brute_force,97
INC-02354,2025-10-31 18:48:00 [WARN],SRV-001,Phishing,89
INC-02355,2025-09-24 07:58:00 [WARN],SRV-001,Ransomware,45
INC-02356,2025-09-23 09:35:00 [WARN],SRV-001,Phishing,72
INC-02357,2025-10-26 05:58:00 [WARN],SRV-008,Zero_Day,83 hrs
INC-02358,2025-09-20 05:44:00 [WARN],SRV-004,Phishing,114
INC-02359,2025-06-21 04:34:00 [WARN],SRV-005,Ransomware,38 hrs
INC-02360,2025-11-02 05:19:00 [WARN],SRV-007,zero_day,79
INC-02361,2025-09-26 00:39:00 [WARN],SRV-003,Cross_Site_Scripting,134
INC-02362,2025-08-25 19:06:00 [WARN],SRV-002,ransomware,37 hrs
INC-02363,2025-11-05 20:01:00 [WARN],SRV-005,Phishing,113
INC-02364,2025-05-04 05:23:00 [WARN],SRV-004,Malware_Dropper,38
INC-02365,2025-10-17 09:20:00 [WARN],SRV-008, Brute_Force,91
INC-02366,2025-04-18 13:10:00 [WARN],SRV-004,Ransomware,132
INC-02367,2025-07-30 09:07:00 [WARN],SRV-001,Zero_Day,117
INC-02368,2025-03-09 19:58:00 [WARN],SRV-003, SQL_Injection ,68
INC-02369,2025-01-16 02:56:00 [WARN],SRV-006, ddos ,85
INC-02370,2025-10-14 03:05:00 [WARN],SRV-002,Ransomware,4
INC-02371,2025-08-04 05:24:00 [WARN],SRV-004, SQL_Injection ,15
INC-02372,2025-06-09 00:09:00 [WARN],SRV-008,Malware_Dropper,35
INC-02373,2025-11-29 11:03:00 [WARN],SRV-008, sql_injection ,100
INC-02374,2025-12-26_15:36:00 [ERROR],SRV-006,Insider_Threat,38
INC-02375,2025-06-11 20:27:00 [WARN],SRV-006,Cross_Site_Scripting,21
INC-02376,2025-06-06 16:12:00 [WARN],SRV-005,Cross_Site_Scripting,136
INC-02377,2025-04-02 18:24:00 [WARN],SRV-001,Phishing,40
INC-02378,2025-05-05 08:13:00 [WARN],SRV-001,Insider_Threat,
INC-02379,2025-01-15 15:59:00 [WARN],SRV-001, Brute_Force,111
INC-02380,2025-03-11 15:40:00 [WARN],SRV-008,Zero_Day,40
INC-02381,2025-03-24 03:34:00 [WARN],SRV-003, SQL_Injection ,54
INC-02382,2025-01-05 01:04:00 [WARN],SRV-001,Malware_Dropper,105
INC-02383,2025-10-13 18:08:00 [WARN],SRV-007, DDoS ,14
INC-02384,2025-03-12_18:09:00 [ERROR],SRV-002,Cross_Site_Scripting,12
INC-02385,2025-03-27 07:41:00 [WARN],SRV-007, DDoS ,8
INC-02386,2025-11-26 20:55:00 [WARN],SRV-001, Brute_Force,17
INC-02387,2025-06-21 17:33:00 [WARN],SRV-005,Cross_Site_Scripting,131
INC-02388,2025-09-29 23:59:00 [WARN],SRV-008, DDoS ,11
INC-02389,2025-07-30 07:57:00 [WARN],SRV-001, SQL_Injection ,133
INC-02390,2025-08-07 08:16:00 [WARN],SRV-002,Cross_Site_Scripting,79
INC-02391,2025-12-12_11:01:00 [ERROR],SRV-002,cross_site_scripting,27
INC-02392,2025-05-20 09:38:00 [WARN],SRV-005,Insider_Threat,127
INC-02393,2025-10-14 03:43:00 [WARN],SRV-008,malware_dropper,55
INC-02394,2025-06-01 15:45:00 [WARN],SRV-007,Ransomware,4
INC-02395,2025-08-23 08:49:00 [WARN],SRV-002,Ransomware,45
INC-02396,2025-09-21 17:53:00 [WARN],SRV-004, SQL_Injection ,38
INC-02397,2025-02-27_19:24:00 [ERROR],SRV-003,Malware_Dropper,128
INC-02398,2025-08-03 17:53:00 [WARN],SRV-006, DDoS ,47
INC-02399,2025-06-15 16:21:00 [WARN],SRV-008, SQL_Injection ,141
INC-02400,2025-07-04 22:13:00 [WARN],SRV-001, brute_force,67
INC-02401,2025-02-02 21:31:00 [WARN],SRV-003,Malware_Dropper,16
INC-02402,2025-07-17 13:30:00 [WARN],SRV-007,Malware_Dropper,33
INC-02403,2025-11-27 21:33:00 [WARN],SRV-008,malware_dropper,100
INC-02404,2025-11-21 19:51:00 [WARN],SRV-005,Zero_Day,124 hrs
INC-02405,2025-11-21 15:08:00 [WARN],SRV-007,Insider_Threat,130
INC-02406,2025-07-24 05:23:00 [WARN],SRV-003,Cross_Site_Scripting,150
INC-02407,2025-12-21 13:20:00 [WARN],SRV-005,insider_threat,132 hrs
INC-02408,2025-08-08 11:17:00 [WARN],SRV-004, SQL_Injection ,111 hrs
INC-02409,2025-03-24 19:27:00 [WARN],SRV-002,Cross_Site_Scripting,23
INC-02410,2025-05-21 16:15:00 [WARN],SRV-001, ddos ,78
INC-02411,2025-10-30 00:38:00 [WARN],SRV-004, Brute_Force,25
INC-02412,2025-02-27_18:44:00 [ERROR],SRV-002, SQL_Injection ,7
INC-02413,2025-10-08 17:37:00 [WARN],SRV-006,Zero_Day,9
INC-02414,2025-01-15 21:11:00 [WARN],SRV-008,Ransomware,79
INC-02415,2026-01-01 10:14:00 [WARN],SRV-003,Malware_Dropper,91
INC-02416,2025-02-27 12:52:00 [WARN],SRV-006,Zero_Day,52
INC-02417,2025-11-27 01:33:00 [WARN],SRV-006,Insider_Threat,145
INC-02418,2025-03-19 06:31:00 [WARN],SRV-008, Brute_Force,29 hrs
INC-02419,2025-04-17 06:10:00 [WARN],SRV-002, SQL_Injection ,64
INC-02420,2025-08-22 03:50:00 [WARN],SRV-001, DDoS ,150
INC-02421,2025-02-24 00:34:00 [WARN],SRV-005, DDoS ,39
INC-02422,2025-09-23 06:04:00 [WARN],SRV-005, ddos ,105
INC-02423,2025-01-04 21:46:00 [WARN],SRV-006,cross_site_scripting,115
INC-02424,2025-09-15 13:26:00 [WARN],SRV-008,Malware_Dropper,48
INC-02425,2025-06-05 02:08:00 [WARN],SRV-004,Phishing,20
INC-02426,2025-02-02 05:51:00 [WARN],SRV-004, SQL_Injection ,97 hrs
INC-02427,2025-06-14 12:25:00 [WARN],SRV-002,malware_dropper,15
INC-02428,2025-02-27 05:46:00 [WARN],SRV-002,Zero_Day,54
INC-02429,2025-04-20 14:35:00 [WARN],SRV-004, DDoS ,127
INC-02430,2025-03-18 17:49:00 [WARN],SRV-005,Zero_Day,89
INC-02431,2025-09-13 06:22:00 [WARN],SRV-004,Phishing,100
INC-02432,2025-04-30 03:15:00 [WARN],SRV-002,Insider_Threat,16 hrs
INC-02433,2025-05-06 10:18:00 [WARN],SRV-004,Phishing,21
INC-02434,2025-10-08 14:14:00 [WARN],SRV-008, DDoS ,97
INC-02435,2025-07-25 22:26:00 [WARN],SRV-001,Insider_Threat,6
INC-02436,2025-08-09_00:06:00 [ERROR],SRV-004,phishing,10
INC-02437,2025-04-19 20:24:00 [WARN],SRV-003,Malware_Dropper,111 hrs
INC-02438,2025-08-19 18:27:00 [WARN],SRV-001,Phishing,74
INC-02439,2025-07-29 01:56:00 [WARN],SRV-003,Zero_Day,144
INC-02440,2025-07-23 16:56:00 [WARN],SRV-003, ddos ,61 hrs
INC-02441,2025-01-21 17:01:00 [WARN],SRV-007, ddos ,9
INC-02442,2025-09-12 15:53:00 [WARN],SRV-007,Cross_Site_Scripting,92
INC-02443,2025-02-28 17:05:00 [WARN],SRV-001, brute_force,32
INC-02444,2025-06-12 20:05:00 [WARN],SRV-008,zero_day,4
INC-02445,2025-08-17_20:00:00 [ERROR],SRV-003,Cross_Site_Scripting,111
INC-02446,2025-06-21 17:41:00 [WARN],SRV-006, brute_force,32
INC-02447,2025-04-17 21:43:00 [WARN],SRV-007,Insider_Threat,73
INC-02448,2025-05-12 09:23:00 [WARN],SRV-004,Insider_Threat,89
INC-02449,2025-01-11 20:51:00 [WARN],SRV-005, SQL_Injection ,78
INC-02450,2025-07-17 05:01:00 [WARN],SRV-002,malware_dropper,72
INC-02451,2025-04-20 09:00:00 [WARN],SRV-006,Ransomware,115
INC-02452,2025-01-11 22:46:00 [WARN],SRV-006,Insider_Threat,97 hrs
INC-02453,2025-06-04 09:11:00 [WARN],SRV-006,Malware_Dropper,97
INC-02454,2025-01-19 21:56:00 [WARN],SRV-006,Cross_Site_Scripting,27
INC-02455,2025-03-16 22:01:00 [WARN],SRV-001,cross_site_scripting,43
INC-02456,2025-01-19 16:14:00 [WARN],SRV-007,Malware_Dropper,2
INC-02457,2025-11-06 18:49:00 [WARN],SRV-003,Zero_Day,54
INC-02458,2025-04-04 03:36:00 [WARN],SRV-001,cross_site_scripting,85
INC-02459,2025-12-05 10:44:00 [WARN],SRV-008,Cross_Site_Scripting,6
INC-02460,2025-10-10 12:58:00 [WARN],SRV-002,Zero_Day,100
INC-02461,2025-05-12 11:12:00 [WARN],SRV-006,Insider_Threat,145
INC-02462,2025-01-01 03:32:00 [WARN],SRV-004, Brute_Force,78
INC-02463,2025-08-23 23:19:00 [WARN],SRV-008,Cross_Site_Scripting,111
INC-02464,2025-03-18 10:29:00 [WARN],SRV-005, SQL_Injection ,121
INC-02465,2025-07-10 07:31:00 [WARN],SRV-005,zero_day,16
INC-02466,2025-08-06 07:16:00 [WARN],SRV-002,Malware_Dropper,79
INC-02467,2025-02-15 01:35:00 [WARN],SRV-008,Cross_Site_Scripting,109
INC-02468,2025-12-01 22:36:00 [WARN],SRV-001,Zero_Day,92
INC-02469,2025-01-09 09:20:00 [WARN],SRV-006,Insider_Threat,48
INC-02470,2025-02-17_02:53:00 [ERROR],SRV-007,phishing,30
INC-02471,2025-01-06 20:45:00 [WARN],SRV-001,Zero_Day,50
INC-02472,2025-08-09 12:15:00 [WARN],SRV-007,Insider_Threat,62 hrs
INC-02473,2025-02-27 00:10:00 [WARN],SRV-006,Cross_Site_Scripting,125
INC-02474,2025-06-09 22:12:00 [WARN],SRV-001,Cross_Site_Scripting,24
INC-02475,2025-02-28 17:48:00 [WARN],SRV-003,Insider_Threat,42
INC-02476,2025-05-17 13:54:00 [WARN],SRV-008, SQL_Injection ,34
INC-02477,2025-02-26 22:48:00 [WARN],SRV-006,Ransomware,14
INC-02478,2025-08-08 22:52:00 [WARN],SRV-003, sql_injection ,104
INC-02479,2025-09-09 19:08:00 [WARN],SRV-003, DDoS ,92
INC-02480,2025-08-06 09:39:00 [WARN],SRV-006,zero_day,30 hrs
INC-02481,2025-06-01_04:42:00 [ERROR],SRV-007, DDoS ,75
INC-02482,2025-01-09 23:58:00 [WARN],SRV-004,cross_site_scripting,59
INC-02483,2025-08-23 13:01:00 [WARN],SRV-001,ransomware,24
INC-02484,2025-11-19 05:25:00 [WARN],SRV-005, Brute_Force,64
INC-02485,2025-11-16 05:47:00 [WARN],SRV-001,Phishing,23
INC-02486,2025-12-26 23:27:00 [WARN],SRV-005,cross_site_scripting,69
INC-02487,2025-12-18 00:15:00 [WARN],SRV-005, Brute_Force,97
INC-02488,2025-12-12 23:52:00 [WARN],SRV-004,Cross_Site_Scripting,104
INC-02489,2025-05-18 05:46:00 [WARN],SRV-004,Cross_Site_Scripting,27
INC-02490,2025-05-15 11:52:00 [WARN],SRV-002,Ransomware,46
INC-02491,2025-05-27 09:43:00 [WARN],SRV-005,phishing,8
INC-02492,2025-07-16 22:15:00 [WARN],SRV-002,Malware_Dropper,118
INC-02493,2025-07-28 03:58:00 [WARN],SRV-001,Malware_Dropper,91
INC-02494,2025-10-29 13:14:00 [WARN],SRV-005,Insider_Threat,3
INC-02495,2025-01-02 23:09:00 [WARN],SRV-001,zero_day,74
INC-02496,2025-11-30 01:39:00 [WARN],SRV-006, DDoS ,16
INC-02497,2025-09-18 05:56:00 [WARN],SRV-002,phishing,8
INC-02498,2025-01-19 14:53:00 [WARN],SRV-008, DDoS ,34
INC-02499,2025-07-12 07:59:00 [WARN],SRV-004, SQL_Injection ,34
INC-02500,2025-01-02 19:33:00 [WARN],SRV-008, Brute_Force,83
INC-02501,2025-02-04 16:15:00 [WARN],SRV-001, sql_injection ,110
INC-02502,2025-04-20 19:11:00 [WARN],SRV-003, SQL_Injection ,113
INC-02503,2025-07-13 22:18:00 [WARN],SRV-003, Brute_Force,32
INC-02504,2025-03-27 17:20:00 [WARN],SRV-008,Cross_Site_Scripting,3
INC-02505,2025-11-18 06:52:00 [WARN],SRV-001,Zero_Day,104
INC-02506,2025-02-07 19:59:00 [WARN],SRV-008, ddos ,90
INC-02507,2025-04-25 18:26:00 [WARN],SRV-002, DDoS ,141 hrs
INC-02508,2025-03-07 10:48:00 [WARN],SRV-006,Malware_Dropper,116
INC-02509,2025-09-05 12:05:00 [WARN],SRV-004,Phishing,100
INC-02510,2025-07-25 19:47:00 [WARN],SRV-002,Cross_Site_Scripting,7
INC-02511,2025-09-06 03:00:00 [WARN],SRV-008,Malware_Dropper,84
INC-02512,2025-08-16 21:39:00 [WARN],SRV-005, Brute_Force,24
INC-02513,2025-01-11 06:32:00 [WARN],SRV-006,Phishing,71
INC-02514,2025-12-18 18:03:00 [WARN],SRV-001, SQL_Injection ,64
INC-02515,2025-04-03 09:17:00 [WARN],SRV-001,Insider_Threat,42
INC-02516,2025-03-18 09:36:00 [WARN],SRV-008, ddos ,79
INC-02517,2025-08-12 22:09:00 [WARN],SRV-007,Zero_Day,61
INC-02518,2025-06-21 17:28:00 [WARN],SRV-002,Phishing,79
INC-02519,2025-09-28 02:06:00 [WARN],SRV-001,Ransomware,32
INC-02520,2025-11-27 08:27:00 [WARN],SRV-008, DDoS ,32
INC-02521,2025-10-02 00:59:00 [WARN],SRV-006,ransomware,71
INC-02522,2025-05-20 17:10:00 [WARN],SRV-003,Insider_Threat,83
INC-02523,2025-03-31 10:18:00 [WARN],SRV-003,Zero_Day,54
INC-02524,2025-01-30 03:10:00 [WARN],SRV-005, ddos ,82
INC-02525,2025-11-20 04:33:00 [WARN],SRV-007, Brute_Force,83
INC-02526,2025-11-21 21:59:00 [WARN],SRV-002,Ransomware,111
INC-02527,2025-09-24 08:35:00 [WARN],SRV-007,Malware_Dropper,130
INC-02528,2025-09-04 06:18:00 [WARN],SRV-001,Phishing,121
INC-02529,2025-02-05 14:27:00 [WARN],SRV-008,Ransomware,134
INC-02530,2025-08-17 05:16:00 [WARN],SRV-003,zero_day,65
INC-02531,2025-11-12 18:45:00 [WARN],SRV-006, Brute_Force,121
INC-02532,2025-11-05 22:43:00 [WARN],SRV-002, SQL_Injection ,123
INC-02533,2025-01-09 11:53:00 [WARN],SRV-005, Brute_Force,80
INC-02534,2025-08-17 13:42:00 [WARN],SRV-001,Phishing,27
INC-02535,2025-08-02 18:01:00 [WARN],SRV-008, SQL_Injection ,50
INC-02536,2025-11-23 06:39:00 [WARN],SRV-003,zero_day,14
INC-02537,2025-11-15 14:26:00 [WARN],SRV-004,Phishing,29
INC-02538,2025-12-14 16:31:00 [WARN],SRV-008, Brute_Force,14
INC-02539,2025-05-02 17:01:00 [WARN],SRV-003, SQL_Injection ,82
INC-02540,2025-05-13 03:16:00 [WARN],SRV-006, DDoS ,61 hrs
INC-02541,2025-04-23 18:19:00 [WARN],SRV-002,Ransomware,117
INC-02542,2025-08-31 12:42:00 [WARN],SRV-006,Malware_Dropper,73
INC-02543,2025-11-02 11:51:00 [WARN],SRV-008, SQL_Injection ,16
INC-02544,2025-08-03_12:41:00 [ERROR],SRV-003,Cross_Site_Scripting,116
INC-02545,2025-12-16 22:50:00 [WARN],SRV-005,Zero_Day,57 hrs
INC-02546,2026-01-01 17:59:00 [WARN],SRV-004, DDoS ,91
INC-02547,2025-03-01 08:31:00 [WARN],SRV-003,insider_threat,2
INC-02548,2025-02-25 12:17:00 [WARN],SRV-002, DDoS ,21
INC-02549,2025-12-24 05:23:00 [WARN],SRV-008,Ransomware,69 hrs
INC-02550,2025-05-23 07:40:00 [WARN],SRV-008,Ransomware,85
INC-02551,2025-11-03 00:25:00 [WARN],SRV-008,insider_threat,133
INC-02552,2025-04-24 09:50:00 [WARN],SRV-005,Malware_Dropper,112
INC-02553,2025-09-29 07:43:00 [WARN],SRV-006,Malware_Dropper,91
INC-02554,2025-04-05 10:25:00 [WARN],SRV-004, Brute_Force,58
INC-02555,2025-04-20 00:43:00 [WARN],SRV-002, SQL_Injection ,96
INC-02556,2025-10-30_16:19:00 [ERROR],SRV-004,Cross_Site_Scripting,18
INC-02557,2025-11-13 18:13:00 [WARN],SRV-005,insider_threat,73
INC-02558,2025-10-16 23:57:00 [WARN],SRV-008,zero_day,107
INC-02559,2025-03-07 17:54:00 [WARN],SRV-005, SQL_Injection ,136
INC-02560,2025-02-26 17:22:00 [WARN],SRV-008,Zero_Day,115
INC-02561,2025-12-30 02:16:00 [WARN],SRV-007,Ransomware,143
INC-02562,2025-04-26 20:03:00 [WARN],SRV-008, SQL_Injection ,6
INC-02563,2025-01-18 05:27:00 [WARN],SRV-004, SQL_Injection ,111
INC-02564,2025-06-02 00:10:00 [WARN],SRV-006,Zero_Day,138
INC-02565,2025-05-25 05:03:00 [WARN],SRV-006,Insider_Threat,110
INC-02566,2025-09-02 18:34:00 [WARN],SRV-006, Brute_Force,118
INC-02567,2026-01-01 05:29:00 [WARN],SRV-003,insider_threat,89 hrs
INC-02568,2025-09-16 12:02:00 [WARN],SRV-002, DDoS ,30
INC-02569,2025-08-12 01:40:00 [WARN],SRV-007,Phishing,57
INC-02570,2025-05-20 19:37:00 [WARN],SRV-008,Zero_Day,31
INC-02571,2025-05-31_17:56:00 [ERROR],SRV-002,Ransomware,108
INC-02572,2025-12-02 07:44:00 [WARN],SRV-002,insider_threat,5
INC-02573,2025-08-06_20:05:00 [ERROR],SRV-008,malware_dropper,130
INC-02574,2025-07-18 21:42:00 [WARN],SRV-002,Insider_Threat,132
INC-02575,2025-06-01 17:24:00 [WARN],SRV-004,Ransomware,130
INC-02576,2025-10-30 21:29:00 [WARN],SRV-001, Brute_Force,93
INC-02577,2025-08-14 14:12:00 [WARN],SRV-008, brute_force,8
INC-02578,2025-02-06 16:09:00 [WARN],SRV-007, DDoS ,96
INC-02579,2025-11-01 01:43:00 [WARN],SRV-003,Malware_Dropper,109
INC-02580,2025-10-30 07:37:00 [WARN],SRV-004, DDoS ,149
INC-02581,2025-05-15 14:54:00 [WARN],SRV-002, Brute_Force,4
INC-02582,2025-12-04 14:56:00 [WARN],SRV-004, SQL_Injection ,96
INC-02583,2025-09-13_22:25:00 [ERROR],SRV-006,Phishing,50
INC-02584,2025-01-14 00:00:00 [WARN],SRV-003,Cross_Site_Scripting,34
INC-02585,2025-08-08 13:26:00 [WARN],SRV-005,Malware_Dropper,67
INC-02586,2025-09-18 08:59:00 [WARN],SRV-003,Malware_Dropper,65 hrs
INC-02587,2025-11-25 19:13:00 [WARN],SRV-001, DDoS ,107
INC-02588,2025-10-19 06:00:00 [WARN],SRV-007, DDoS ,
INC-02589,2025-05-08 18:42:00 [WARN],SRV-003,Insider_Threat,87
INC-02590,2025-07-13 17:55:00 [WARN],SRV-002, brute_force,31
INC-02591,2025-04-15 17:53:00 [WARN],SRV-003,Zero_Day,50
INC-02592,2025-07-19 00:34:00 [WARN],SRV-004,Cross_Site_Scripting,
INC-02593,2025-09-24 04:18:00 [WARN],SRV-004, DDoS ,110
INC-02594,2025-03-11 13:27:00 [WARN],SRV-002,Phishing,12
INC-02595,2025-08-21 16:24:00 [WARN],SRV-003, sql_injection ,148
INC-02596,2025-10-06_06:03:00 [ERROR],SRV-002, SQL_Injection ,
INC-02597,2025-12-11 21:26:00 [WARN],SRV-004,Insider_Threat,54
INC-02598,2025-04-03 02:14:00 [WARN],SRV-004,Malware_Dropper,34
INC-02599,2025-09-21 20:27:00 [WARN],SRV-007,Phishing,113
INC-02600,2025-05-14_12:12:00 [ERROR],SRV-005,Zero_Day,148 hrs
INC-02601,2025-05-03 11:02:00 [WARN],SRV-005,Malware_Dropper,106
INC-02602,2025-12-07 16:48:00 [WARN],SRV-006,Zero_Day,45
INC-02603,2025-01-14 16:19:00 [WARN],SRV-008,Cross_Site_Scripting,8
INC-02604,2025-06-22 20:09:00 [WARN],SRV-001,Cross_Site_Scripting,56
INC-02605,2025-05-22_01:12:00 [ERROR],SRV-006, SQL_Injection ,97
INC-02606,2025-12-31 00:18:00 [WARN],SRV-003,Insider_Threat,92
INC-02607,2025-04-24 09:40:00 [WARN],SRV-003, Brute_Force,121
INC-02608,2025-07-14 10:23:00 [WARN],SRV-008,Cross_Site_Scripting,2
INC-02609,2025-01-10 07:07:00 [WARN],SRV-001,Malware_Dropper,150
INC-02610,2025-11-02 16:33:00 [WARN],SRV-001, brute_force,64
INC-02611,2025-04-24 04:13:00 [WARN],SRV-004,phishing,100
INC-02612,2025-03-03 02:34:00 [WARN],SRV-001,Phishing,70
INC-02613,2025-01-17 10:01:00 [WARN],SRV-004,Cross_Site_Scripting,3
INC-02614,2025-03-08 08:36:00 [WARN],SRV-008,Malware_Dropper,80
INC-02615,2025-07-22 03:40:00 [WARN],SRV-004,Zero_Day,25
INC-02616,2025-04-23 06:03:00 [WARN],SRV-002,Cross_Site_Scripting,34
INC-02617,2025-07-27 16:41:00 [WARN],SRV-003, Brute_Force,93
INC-02618,2025-12-24 02:28:00 [WARN],SRV-007, Brute_Force,142
INC-02619,2025-11-07 18:11:00 [WARN],SRV-006,Phishing,52
INC-02620,2025-10-29 15:25:00 [WARN],SRV-002,Malware_Dropper,149
INC-02621,2025-07-04 10:02:00 [WARN],SRV-005,phishing,139
INC-02622,2025-01-27 20:27:00 [WARN],SRV-008, SQL_Injection ,62
INC-02623,2025-05-06 20:57:00 [WARN],SRV-005,Phishing,18
INC-02624,2025-08-26 06:13:00 [WARN],SRV-006,Insider_Threat,56
INC-02625,2025-07-30 09:10:00 [WARN],SRV-006,Ransomware,70
INC-02626,2025-05-23 20:36:00 [WARN],SRV-004, Brute_Force,18
INC-02627,2025-07-08 04:04:00 [WARN],SRV-007, DDoS ,108
INC-02628,2025-10-17 13:35:00 [WARN],SRV-001,Zero_Day,11
INC-02629,2025-02-12 02:23:00 [WARN],SRV-002,Malware_Dropper,84
INC-02630,2025-09-30 05:19:00 [WARN],SRV-001,Insider_Threat,125
INC-02631,2025-12-11 00:17:00 [WARN],SRV-008, DDoS ,37
INC-02632,2025-10-20 02:52:00 [WARN],SRV-007,ransomware,120
INC-02633,2026-01-01 15:46:00 [WARN],SRV-001,ransomware,136
INC-02634,2025-03-01 00:54:00 [WARN],SRV-005,Ransomware,37
INC-02635,2025-09-13 23:36:00 [WARN],SRV-001,malware_dropper,108
INC-02636,2025-02-10 13:21:00 [WARN],SRV-001,Cross_Site_Scripting,61
INC-02637,2025-08-04_04:28:00 [ERROR],SRV-002,zero_day,147
INC-02638,2025-08-22 08:59:00 [WARN],SRV-001,Cross_Site_Scripting,139
INC-02639,2025-06-05 16:31:00 [WARN],SRV-006,insider_threat,95
INC-02640,2025-11-03 11:38:00 [WARN],SRV-004,Insider_Threat,10
INC-02641,2025-01-13 17:03:00 [WARN],SRV-005,Malware_Dropper,33
INC-02642,2025-07-01 00:39:00 [WARN],SRV-008, SQL_Injection ,107
INC-02643,2025-05-16 10:38:00 [WARN],SRV-002,Cross_Site_Scripting,12
INC-02644,2025-11-11 02:23:00 [WARN],SRV-007,Phishing,63
INC-02645,2025-08-20 05:15:00 [WARN],SRV-005,Insider_Threat,17
INC-02646,2025-09-08 14:34:00 [WARN],SRV-007, ddos ,135
INC-02647,2025-03-31 11:01:00 [WARN],SRV-003, DDoS ,58
